,r,length_of_url,http_has,suspicious_char,prefix_suffix,dots,slash,phis_term,sub_domain,ip_contain
1193,yes,1,1,1,0,1,1,1,0,0
1194,yes,0,1,1,0,1,0,1,0,0
1195,yes,0,1,1,0,1,1,0,1,0
1196,yes,0,1,1,0,1,0,0,0,0
1197,yes,1,1,1,1,1,1,1,0,0
1198,yes,1,1,1,1,1,1,1,0,0
1199,yes,0,1,1,0,1,1,0,0,0
1200,yes,1,1,1,0,1,0,1,1,0
1201,yes,0,1,1,0,1,1,0,0,0
1202,yes,0,1,1,0,1,1,0,1,0
1203,yes,0,1,1,1,1,1,0,1,0
1204,yes,0,1,1,0,1,1,0,1,0
1205,yes,1,1,1,1,1,0,0,0,0
1206,yes,0,0,1,0,1,1,0,1,0
1207,yes,1,1,1,1,1,1,1,0,0
1208,yes,0,1,1,0,1,1,0,1,0
1209,yes,0,1,1,0,1,0,0,0,0
1210,yes,1,1,1,0,1,1,0,0,0
1211,yes,0,1,1,0,1,1,0,0,0
1212,yes,0,1,1,0,1,1,0,0,0
1213,yes,1,1,1,0,1,1,0,1,0
1214,yes,1,1,1,0,1,1,0,0,0
1215,yes,1,1,1,1,1,0,1,0,0
1216,yes,1,1,1,0,1,0,0,1,0
1217,yes,0,1,1,0,1,1,0,1,0
1218,yes,0,1,1,0,1,1,0,0,0
1219,yes,1,1,1,1,1,1,1,0,0
1220,yes,0,1,1,0,1,1,0,1,0
1221,yes,0,1,1,0,1,1,0,0,0
1222,yes,1,1,1,1,0,0,1,0,0
1223,yes,0,1,1,1,1,1,0,0,0
1224,yes,1,1,1,0,1,0,1,1,0
1225,yes,1,1,1,1,1,0,0,0,0
1226,yes,1,1,1,1,1,0,0,0,0
1227,yes,1,1,1,1,1,1,0,0,0
1228,yes,1,1,1,1,1,1,0,0,0
1229,yes,0,1,1,0,1,1,0,0,0
1230,yes,1,1,1,0,1,0,0,0,0
1231,yes,1,1,1,1,1,1,0,1,0
1232,yes,1,1,1,1,1,1,0,1,0
1233,yes,1,1,1,1,1,1,0,1,0
1234,yes,1,1,1,0,1,0,0,1,0
1235,yes,0,1,1,0,1,1,0,1,0
1236,yes,1,1,1,0,1,0,1,1,0
1237,yes,0,1,1,0,1,1,0,1,0
1238,yes,0,1,1,1,1,1,0,1,0
1239,yes,1,1,1,0,1,0,0,0,0
1240,yes,0,1,1,1,1,1,0,0,0
1241,yes,0,1,1,0,1,1,0,0,0
1242,yes,0,1,1,0,1,0,0,0,0
1243,yes,0,1,1,0,1,1,0,0,0
1244,yes,1,1,1,1,0,0,1,0,0
1245,yes,1,1,1,0,1,0,1,0,0
1246,yes,0,1,1,0,1,1,0,1,0
1247,yes,0,1,1,0,1,1,0,1,0
1248,yes,1,1,1,1,1,0,0,1,0
1249,yes,0,1,1,0,1,1,1,0,0
1250,yes,1,1,1,1,1,0,0,1,0
1251,yes,1,1,1,1,0,0,1,1,0
1252,yes,0,1,1,0,1,1,0,1,0
1253,yes,0,1,1,1,1,1,0,0,0
1254,yes,1,1,1,1,1,0,0,1,0
1255,yes,0,1,1,0,1,1,0,0,0
1256,yes,0,1,1,0,1,1,0,0,0
1257,yes,0,1,1,0,1,1,1,0,0
1258,yes,1,1,1,1,1,0,1,0,0
1259,yes,1,1,1,1,1,0,0,0,0
1260,yes,0,1,1,1,1,1,0,0,0
1261,yes,0,1,1,0,1,1,0,0,0
1262,yes,1,1,1,0,1,1,0,0,0
1263,yes,1,1,1,0,1,0,0,1,0
1264,yes,0,1,1,0,1,1,0,0,0
1265,yes,1,1,1,1,1,1,0,0,0
1266,yes,0,1,1,0,1,1,0,0,0
1267,yes,1,1,1,0,1,1,0,0,0
1268,yes,0,1,1,0,1,1,0,0,0
1269,yes,0,1,1,0,1,1,0,1,0
1270,yes,1,1,1,0,1,1,1,0,0
1271,yes,0,1,1,0,1,1,0,0,0
1272,yes,0,1,1,0,1,1,0,0,0
1273,yes,1,1,1,1,1,1,0,1,0
1274,yes,0,1,1,1,1,0,0,0,0
1275,yes,1,1,1,0,1,0,0,0,0
1276,yes,1,1,1,0,1,1,0,0,0
1277,yes,0,1,1,0,1,1,0,0,0
1278,yes,1,1,1,1,1,0,0,0,0
1279,yes,0,1,1,0,1,1,0,0,0
1280,yes,1,1,1,0,1,1,1,0,0
1281,yes,0,1,1,0,1,1,0,0,0
1282,yes,1,1,1,0,1,0,0,0,0
1283,yes,0,1,1,0,1,1,0,0,0
1284,yes,0,1,1,0,1,1,0,0,0
1285,yes,1,1,1,0,1,1,0,0,0
1286,yes,0,1,1,0,1,1,0,0,0
1287,yes,1,1,1,0,1,0,0,1,0
1288,yes,0,1,1,0,1,1,0,0,0
1289,yes,1,1,1,1,0,0,0,1,0
1290,yes,1,1,1,1,1,1,0,0,0
1291,yes,0,1,1,0,1,1,0,0,0
1292,yes,0,1,1,1,1,1,0,1,0
1293,yes,1,1,1,1,1,1,0,1,0
1294,yes,0,1,1,0,1,0,0,1,0
1295,yes,0,1,1,0,1,1,0,0,0
1296,yes,0,1,1,0,1,0,0,0,0
1297,yes,1,1,1,0,0,1,0,1,0
1298,yes,0,1,1,0,1,1,0,0,0
1299,yes,0,1,1,0,1,1,0,1,0
1300,yes,0,1,1,0,1,1,0,1,0
1301,yes,1,1,1,1,1,0,1,0,0
1302,yes,0,1,1,0,1,1,0,1,0
1303,yes,1,1,1,0,1,0,0,0,0
1304,yes,0,1,1,0,1,1,0,0,0
1305,yes,0,1,1,0,1,1,0,0,0
1306,yes,0,1,1,0,1,1,0,0,0
1307,yes,0,1,1,1,1,1,0,0,0
1308,yes,0,1,1,1,1,0,0,0,0
1309,yes,1,1,1,1,1,0,0,0,0
1310,yes,0,1,1,0,1,1,0,0,0
1311,yes,1,1,1,1,1,0,0,0,0
1312,yes,0,1,1,1,0,1,0,0,0
1313,yes,1,1,1,0,1,0,0,1,0
1314,yes,1,1,1,0,1,0,1,1,0
1315,yes,1,1,1,1,1,1,0,0,0
1316,yes,0,1,1,1,1,1,0,0,0
1317,yes,0,1,1,1,1,1,0,0,0
1318,yes,0,1,1,1,1,1,0,0,0
1319,yes,0,1,1,1,1,1,0,0,0
1320,yes,0,1,1,1,1,1,0,0,0
1321,yes,0,1,1,1,1,1,0,0,0
1322,yes,0,1,1,1,1,1,0,0,0
1323,yes,0,1,1,0,1,1,0,1,0
1324,yes,1,1,1,0,1,0,0,1,0
1325,yes,0,1,1,0,1,1,0,0,0
1326,yes,1,1,1,1,1,0,1,0,0
1327,yes,0,1,1,0,1,1,0,0,0
1328,yes,0,1,1,0,1,1,0,0,0
1329,yes,0,1,1,0,1,1,0,0,0
1330,yes,1,1,1,0,1,0,0,0,0
1331,yes,1,1,1,1,1,0,0,0,0
1332,yes,1,1,1,1,1,1,0,0,0
1333,yes,1,1,1,1,1,0,0,0,0
1334,yes,1,1,1,1,1,1,0,1,0
1335,yes,1,1,1,1,1,1,0,0,0
1336,yes,0,1,1,0,1,1,0,0,0
1337,yes,0,1,1,0,1,1,0,0,0
1338,yes,1,1,1,1,1,0,0,0,0
1339,yes,1,1,1,0,1,0,0,0,0
1340,yes,1,1,1,0,1,0,0,0,0
1341,yes,0,1,1,0,1,0,0,1,0
1342,yes,1,1,1,1,1,1,0,0,0
1343,yes,1,1,1,1,0,0,1,0,0
1344,yes,0,1,1,0,1,1,0,0,0
1345,yes,1,1,1,1,1,1,0,0,0
1346,yes,0,1,1,0,1,1,0,0,0
1347,yes,1,1,1,0,1,0,0,0,0
1348,yes,0,1,1,0,1,1,0,0,0
1349,yes,0,1,1,0,1,1,0,0,0
1350,yes,1,1,1,1,0,0,1,0,0
1351,yes,0,1,1,0,1,1,0,1,0
1352,yes,1,1,1,1,1,0,0,1,0
1353,yes,0,1,1,1,1,1,0,0,0
1354,yes,1,1,1,1,0,0,1,0,0
1355,yes,0,1,1,0,1,1,0,0,0
1356,yes,1,1,1,1,1,1,1,1,0
1357,yes,1,1,1,1,0,0,0,0,0
1358,yes,0,1,1,0,1,1,0,0,0
1359,yes,1,1,1,0,1,1,0,0,0
1360,yes,1,1,1,0,1,1,0,0,0
1361,yes,1,1,1,0,1,1,0,0,0
1362,yes,0,1,1,0,1,1,0,1,0
1363,yes,1,1,1,0,1,1,0,0,0
1364,yes,0,1,1,0,1,1,0,0,0
1365,yes,1,1,1,1,1,1,1,0,0
1366,yes,1,1,1,1,1,1,1,0,0
1367,yes,1,1,1,1,1,0,0,0,0
1368,yes,1,1,1,1,1,0,0,0,0
1369,yes,1,1,1,0,1,1,0,0,0
1370,yes,0,1,1,0,1,1,0,1,0
1371,yes,1,1,1,0,1,1,1,0,0
1372,yes,1,1,1,1,1,1,1,0,0
1373,yes,1,1,1,0,1,0,0,0,0
1374,yes,0,1,1,0,1,1,0,1,0
1375,yes,0,1,1,1,1,1,0,1,0
1376,yes,0,1,1,0,1,1,0,0,0
1377,yes,0,1,1,0,1,1,0,0,0
1378,yes,1,1,1,1,1,0,0,0,0
1379,yes,1,1,1,1,1,1,1,0,0
1380,yes,0,1,1,0,1,1,0,0,0
1381,yes,1,1,1,1,1,1,0,0,0
1382,yes,1,1,1,0,1,1,1,1,0
1383,yes,0,1,1,0,1,1,0,1,0
1384,yes,0,1,1,0,1,1,1,0,0
1385,yes,0,1,1,0,1,1,0,0,0
1386,yes,1,1,1,1,1,1,0,0,0
1387,yes,1,1,1,0,1,0,0,1,0
1388,yes,1,1,1,1,1,0,0,1,0
1389,yes,0,1,1,0,1,1,0,0,0
1390,yes,1,1,1,1,1,0,1,0,0
1391,yes,1,1,1,1,1,1,1,1,0
1392,yes,1,1,1,1,1,1,1,1,0
1393,yes,1,1,1,1,1,1,0,1,0
1394,yes,0,1,1,0,1,1,0,0,0
1395,yes,0,1,1,1,1,1,0,0,0
1396,yes,0,1,1,1,1,1,0,0,0
1397,yes,1,1,1,0,1,1,0,0,0
1398,yes,0,1,1,0,1,1,0,0,0
1399,yes,0,1,1,0,1,1,0,0,0
1400,yes,1,1,1,0,1,1,0,0,0
1401,yes,0,1,1,0,1,1,0,1,0
1402,yes,0,1,1,1,1,0,0,0,0
1403,yes,0,1,1,0,1,1,0,0,0
1404,yes,0,1,1,0,1,1,0,0,0
1405,yes,0,1,1,0,1,1,0,0,0
1406,yes,0,1,1,0,1,1,0,1,0
1407,yes,0,1,1,0,1,0,1,1,0
1408,yes,1,1,1,1,1,1,0,0,0
1409,yes,0,1,1,0,1,1,0,0,0
1410,yes,1,1,1,1,1,0,0,0,0
1411,yes,1,1,1,0,1,0,0,1,0
1412,yes,0,1,1,0,1,1,0,0,0
1413,yes,0,1,1,0,1,1,0,0,0
1414,yes,1,1,1,0,1,0,0,0,0
1415,yes,0,1,1,0,1,1,0,0,0
1416,yes,1,1,1,1,1,1,0,0,0
1417,yes,1,1,1,1,1,0,0,0,0
1418,yes,1,1,1,0,1,0,0,0,0
1419,yes,1,1,1,0,1,0,0,0,0
1420,yes,0,1,1,0,1,1,0,0,0
1421,yes,1,1,1,0,1,0,0,1,0
1422,yes,0,1,1,1,1,0,0,0,0
1423,yes,1,1,1,1,1,0,0,0,0
1424,yes,0,1,1,0,1,1,0,0,0
1425,yes,1,1,1,0,0,0,0,1,0
1426,yes,1,1,1,1,1,0,0,0,0
1427,yes,1,1,1,0,1,0,0,0,0
1428,yes,0,1,1,0,1,0,0,0,0
1429,yes,0,1,1,1,1,0,0,0,0
1430,yes,0,1,1,0,1,1,0,1,0
1431,yes,0,1,1,0,1,1,0,0,0
1432,yes,0,1,1,0,1,1,1,0,0
1433,yes,1,1,1,0,1,0,1,1,0
1434,yes,1,1,1,0,1,0,1,0,0
1435,yes,0,1,1,0,1,1,0,0,0
1436,yes,1,1,1,0,1,0,0,0,0
1437,yes,0,1,1,0,1,0,0,0,0
1438,yes,0,1,1,0,1,1,0,0,0
1439,yes,0,1,1,0,1,1,0,1,0
1440,yes,1,1,1,1,1,1,0,0,0
1441,yes,1,1,1,0,1,1,0,1,0
1442,yes,1,1,1,0,1,0,0,0,0
1443,yes,0,1,1,0,1,1,0,1,0
1444,yes,1,1,1,0,1,0,0,1,0
1445,yes,1,1,1,0,1,0,0,0,0
1446,yes,0,1,1,0,1,1,0,1,0
1447,yes,0,1,1,0,1,1,0,1,0
1448,yes,0,1,1,0,1,1,0,0,0
1449,yes,1,1,1,1,0,0,1,0,0
1450,yes,1,1,1,1,1,0,1,0,0
1451,yes,1,1,1,0,1,0,0,0,0
1452,yes,0,1,1,0,1,0,0,0,0
1453,yes,1,1,1,0,1,0,0,0,0
1454,yes,0,1,1,0,1,0,0,0,0
1455,yes,0,1,1,1,1,0,0,1,0
1456,yes,1,1,1,0,1,0,1,0,0
1457,yes,0,1,1,0,1,0,0,0,0
1458,yes,0,1,1,0,1,1,0,1,0
1459,yes,1,1,1,1,0,1,0,0,0
1460,yes,1,1,1,1,1,0,0,0,0
1461,yes,1,1,1,1,1,0,0,0,0
1462,yes,1,1,1,1,1,0,1,1,0
1463,yes,1,1,1,0,1,0,0,0,0
1464,yes,0,1,1,0,1,0,0,0,0
1465,yes,1,1,1,0,1,1,0,0,0
1466,yes,1,1,1,0,1,1,0,0,0
1467,yes,0,1,1,1,1,1,0,0,0
1468,yes,1,1,1,1,1,0,0,0,0
1469,yes,0,1,1,0,1,1,0,0,0
1470,yes,0,1,1,0,1,1,1,0,0
1471,yes,0,1,1,0,1,1,0,1,0
1472,yes,1,1,1,0,1,0,0,0,0
1473,yes,1,1,1,1,0,0,1,0,0
1474,yes,1,1,1,0,1,0,0,1,0
1475,yes,0,1,1,1,1,1,0,0,0
1476,yes,0,1,1,0,1,1,0,1,0
1477,yes,1,1,1,1,1,0,0,1,0
1478,yes,1,1,1,0,1,1,0,0,0
1479,yes,1,1,1,0,1,1,1,0,0
1480,yes,0,1,1,0,1,1,0,0,0
1481,yes,0,1,1,0,1,0,0,0,0
1482,yes,0,1,1,0,1,1,0,1,0
1483,yes,0,1,1,0,1,0,0,0,0
1484,yes,1,1,1,1,1,1,0,0,0
1485,yes,0,1,1,1,1,1,0,0,0
1486,yes,0,1,1,0,1,1,0,1,0
1487,yes,0,1,1,1,1,0,0,0,0
1488,yes,1,1,1,1,1,1,0,0,0
1489,yes,1,1,1,0,1,1,0,0,0
1490,yes,0,1,1,1,1,1,0,0,0
1491,yes,1,1,1,0,1,1,0,0,0
1492,yes,0,1,1,0,1,1,0,0,0
1493,yes,0,1,1,0,1,1,0,0,0
1494,yes,0,1,1,0,1,0,1,1,0
1495,yes,1,1,1,0,1,0,0,1,0
1496,yes,0,1,1,0,1,1,0,1,0
1497,yes,1,1,1,0,1,0,0,0,0
1498,yes,0,1,1,0,1,0,0,0,0
1499,yes,0,1,1,0,1,1,0,0,0
1500,yes,0,1,1,0,1,1,0,0,0
1501,yes,0,1,1,0,1,1,0,0,0
1502,yes,1,1,1,1,1,0,0,0,0
1503,yes,1,1,1,0,0,0,1,1,0
1504,yes,1,1,1,1,1,0,0,1,0
1505,yes,0,1,1,0,1,1,1,0,0
1506,yes,0,1,1,0,1,1,0,1,0
1507,yes,1,1,1,1,1,1,0,0,0
1508,yes,1,1,1,1,0,0,1,0,0
1509,yes,1,1,1,1,1,1,1,0,0
1510,yes,1,1,1,0,1,0,0,0,0
1511,yes,0,1,1,0,1,1,1,0,0
1512,yes,0,1,1,0,1,1,0,1,0
1513,yes,0,1,1,0,1,1,0,1,0
1514,yes,0,1,1,1,1,1,0,0,0
1515,yes,0,1,1,0,1,1,0,0,0
1516,yes,1,1,1,0,1,0,1,1,0
1517,yes,1,1,1,0,1,1,0,1,0
1518,yes,0,1,1,0,1,1,0,0,0
1519,yes,0,1,1,0,1,1,0,0,0
1520,yes,1,1,1,0,1,0,0,0,0
1521,yes,0,1,1,0,1,1,1,0,0
1522,yes,1,1,1,0,1,1,0,0,0
1523,yes,1,1,1,0,1,1,0,0,0
1524,yes,1,1,1,0,1,0,0,1,0
1525,yes,1,1,1,1,1,0,0,0,0
1526,yes,1,1,1,0,1,0,0,0,0
1527,yes,0,1,1,0,1,1,0,1,0
1528,yes,1,1,1,1,1,0,0,0,0
1529,yes,0,1,1,0,1,1,0,0,0
1530,yes,0,1,1,1,1,1,0,1,0
1531,yes,0,1,1,0,1,1,0,0,0
1532,yes,0,1,1,0,1,1,0,0,0
1533,yes,1,1,1,0,1,1,0,0,0
1534,yes,1,1,1,1,0,1,1,1,0
1535,yes,1,1,1,0,1,0,0,0,0
1536,yes,0,1,1,0,1,1,0,0,0
1537,yes,0,1,1,0,1,1,0,0,0
1538,yes,1,1,1,1,1,0,0,1,0
1539,yes,0,1,1,0,1,1,0,0,0
1540,yes,1,1,1,1,0,1,0,1,0
1541,yes,1,1,1,1,1,0,1,0,0
1542,yes,0,1,1,0,1,1,1,0,0
1543,yes,1,1,1,0,1,1,0,0,0
1544,yes,1,1,1,1,1,0,1,1,0
1545,yes,0,1,1,0,1,1,1,1,0
1546,yes,1,1,1,0,1,0,1,1,0
1547,yes,0,1,1,0,1,1,0,1,0
1548,yes,0,1,1,1,1,1,0,1,0
1549,yes,1,1,1,0,1,0,0,1,0
1550,yes,0,1,1,0,1,1,0,1,0
1551,yes,0,1,1,0,1,1,0,1,0
1552,yes,1,1,1,0,1,0,0,1,0
1553,yes,0,1,1,0,1,1,0,1,0
1554,yes,1,1,1,0,0,0,1,1,0
1555,yes,1,1,1,0,0,0,1,1,0
1556,yes,1,1,1,0,1,0,0,0,0
1557,yes,0,1,1,0,1,1,0,0,0
1558,yes,1,1,1,0,0,0,1,1,0
1559,yes,0,1,1,0,1,1,0,0,0
1560,yes,0,1,1,1,1,1,0,0,0
1561,yes,0,1,1,0,1,1,0,1,0
1562,yes,1,1,1,1,1,0,0,1,0
1563,yes,1,1,1,0,1,1,0,0,0
1564,yes,0,1,1,0,1,1,0,1,0
1565,yes,1,1,1,1,1,1,1,0,0
1566,yes,0,1,1,0,1,1,0,0,0
1567,yes,0,1,1,1,1,1,0,1,0
1568,yes,1,1,1,1,1,0,0,0,0
1569,yes,1,1,1,1,1,0,0,1,0
1570,yes,0,1,1,0,1,1,0,0,0
1571,yes,1,1,1,0,1,1,0,0,0
1572,yes,0,1,1,1,1,1,0,0,0
1573,yes,1,1,1,1,0,1,0,0,0
1574,yes,1,1,1,0,1,0,1,1,0
1575,yes,1,1,1,1,1,0,1,0,0
1576,yes,1,1,1,0,1,1,0,0,0
1577,yes,0,1,1,0,1,0,0,1,0
1578,yes,1,1,1,0,1,1,1,0,0
1579,yes,1,1,1,0,1,0,1,0,0
1580,yes,0,1,1,0,1,1,0,0,0
1581,yes,1,1,1,1,1,0,1,0,0
1582,yes,1,1,1,1,1,0,1,0,0
1583,yes,0,1,1,0,1,1,0,0,0
1584,yes,1,1,1,1,1,0,1,0,0
1585,yes,1,1,1,1,1,0,0,0,0
1586,yes,0,1,1,1,1,1,0,0,0
1587,yes,1,1,1,0,1,0,0,0,0
1588,yes,1,1,1,1,1,1,0,0,0
1589,yes,0,1,1,1,1,0,0,0,0
1590,yes,1,1,1,1,1,1,0,0,0
1591,yes,0,1,1,0,1,1,0,0,0
1592,yes,1,1,1,1,1,1,0,1,0
1593,yes,1,1,1,1,1,1,0,1,0
1594,yes,1,1,1,1,1,0,0,0,0
1595,yes,1,1,1,1,1,0,0,0,0
1596,yes,0,1,1,0,1,1,1,0,0
1597,yes,1,1,1,1,1,0,1,1,0
1598,yes,1,1,1,1,1,0,1,0,0
1599,yes,0,1,1,0,1,1,0,0,0
1600,yes,1,1,1,1,0,1,1,0,0
1601,yes,0,1,1,0,1,1,0,0,0
1602,yes,0,1,1,0,1,0,0,0,0
1603,yes,1,1,1,1,1,0,1,0,0
1604,yes,0,1,1,0,1,1,0,0,0
1605,yes,1,1,1,1,1,1,0,0,0
1606,yes,1,1,1,1,1,1,1,1,0
1607,yes,1,1,1,1,1,1,0,0,0
1608,yes,0,1,1,0,1,1,0,0,0
1609,yes,0,1,1,0,1,1,0,0,0
1610,yes,0,1,1,1,1,1,0,0,0
1611,yes,1,1,1,1,1,0,0,0,0
1612,yes,0,1,1,0,1,1,0,1,0
1613,yes,1,1,1,0,1,0,0,1,0
1614,yes,0,1,1,0,1,1,0,1,0
1615,yes,0,1,1,0,1,1,1,0,0
1616,yes,1,1,1,0,1,0,1,0,0
1617,yes,1,1,1,0,1,0,1,1,0
1618,yes,0,1,1,0,1,1,0,1,0
1619,yes,1,1,1,1,1,0,0,1,0
1620,yes,1,1,1,1,1,0,1,0,0
1621,yes,1,1,1,0,1,0,0,0,0
1622,yes,0,1,1,0,1,1,0,1,0
1623,yes,1,1,1,0,0,0,1,1,0
1624,yes,1,1,1,0,1,1,0,0,0
1625,yes,1,1,1,0,1,1,0,0,0
1626,yes,0,1,1,0,1,1,0,1,0
1627,yes,1,1,1,0,1,0,0,0,0
1628,yes,1,1,1,1,1,0,0,1,0
1629,yes,1,1,1,1,1,0,0,1,0
1630,yes,1,1,1,1,1,0,0,0,0
1631,yes,1,1,1,1,1,0,0,1,0
1632,yes,1,1,1,0,1,0,0,0,0
1633,yes,1,1,1,0,0,0,0,1,0
1634,yes,1,1,1,1,0,0,1,1,0
1635,yes,1,1,1,1,1,0,0,0,0
1636,yes,1,1,1,0,1,1,0,1,0
1637,yes,1,1,1,1,0,1,0,0,0
1638,yes,0,1,1,0,1,0,0,0,0
1639,yes,0,1,1,1,1,1,0,0,0
1640,yes,1,1,1,1,1,1,1,0,0
1641,yes,1,1,1,1,1,0,1,0,0
1642,yes,1,1,1,1,1,0,1,0,0
1643,yes,0,1,1,0,1,1,0,0,0
1644,yes,1,1,1,1,1,0,0,0,0
1645,yes,0,1,1,0,1,1,0,0,0
1646,yes,1,1,1,1,0,0,0,1,0
1647,yes,1,1,1,1,1,0,0,1,0
1648,yes,1,1,1,1,1,1,0,1,0
1649,yes,1,1,1,1,1,0,0,1,0
1650,yes,1,1,1,1,1,0,0,1,0
1651,yes,0,1,1,1,1,0,0,0,0
1652,yes,1,1,1,1,1,0,0,0,0
1653,yes,1,1,1,1,0,1,1,1,0
1654,yes,1,1,1,1,1,0,0,0,0
1655,yes,0,1,1,0,1,1,0,0,0
1656,yes,1,1,1,0,1,0,1,1,0
1657,yes,1,1,1,1,1,1,0,1,0
1658,yes,1,1,1,1,1,0,0,0,0
1659,yes,0,1,1,0,1,1,0,1,0
1660,yes,1,1,1,0,1,0,1,1,0
1661,yes,1,1,1,1,1,0,0,1,0
1662,yes,1,1,1,0,1,0,1,1,0
1663,yes,1,1,1,1,0,1,1,1,0
1664,yes,0,1,1,0,1,0,1,0,0
1665,yes,1,1,1,1,1,1,0,1,0
1666,yes,0,1,1,1,1,1,0,1,0
1667,yes,1,1,1,0,1,0,1,0,0
1668,yes,1,1,1,1,1,0,1,0,0
1669,yes,1,1,1,1,1,1,0,0,0
1670,yes,0,1,1,0,1,1,0,1,0
1671,yes,0,1,1,1,1,1,0,0,0
1672,yes,1,1,1,1,1,0,0,0,0
1673,yes,0,1,1,1,1,1,0,1,0
1674,yes,0,1,1,0,1,1,0,0,0
1675,yes,1,1,1,0,1,0,0,1,0
1676,yes,1,1,1,1,1,1,0,1,0
1677,yes,0,1,1,0,1,1,0,1,0
1678,yes,0,1,1,0,1,1,0,1,0
1679,yes,1,1,1,0,1,1,0,1,0
1680,yes,0,1,1,0,1,1,0,1,0
1681,yes,0,1,1,0,1,1,0,1,0
1682,yes,1,1,1,1,1,1,0,1,0
1683,yes,0,1,1,0,1,1,1,0,0
1684,yes,1,1,1,0,1,1,0,0,0
1685,yes,1,1,1,0,1,1,0,0,0
1686,yes,0,1,1,0,1,0,0,0,0
1687,yes,1,1,1,1,1,0,1,0,0
1688,yes,1,1,1,0,1,1,0,0,0
1689,yes,0,1,1,0,1,1,0,0,0
1690,yes,1,1,1,1,1,1,1,0,0
1691,yes,0,1,1,0,1,1,0,1,0
1692,yes,1,1,1,1,1,1,0,0,0
1693,yes,0,1,1,0,1,1,0,1,0
1694,yes,1,1,1,0,1,0,1,1,0
1695,yes,1,1,1,1,1,1,1,0,0
1696,yes,1,1,1,1,1,1,0,0,0
1697,yes,1,1,1,1,1,0,0,1,0
1698,yes,1,1,1,1,1,1,1,0,0
1699,yes,0,1,1,0,1,1,0,1,0
1700,yes,0,1,1,0,1,1,1,0,0
1701,yes,1,1,1,1,1,0,1,1,0
1702,yes,0,1,1,0,1,1,0,1,0
1703,yes,1,1,1,0,1,1,0,0,0
1704,yes,0,1,1,0,1,1,0,0,0
1705,yes,1,1,1,1,1,0,0,0,0
1706,yes,1,1,1,1,1,0,0,0,0
1707,yes,0,1,1,0,1,1,0,1,0
1708,yes,0,1,1,0,1,1,0,0,0
1709,yes,0,1,1,0,1,1,0,0,0
1710,yes,1,1,1,0,1,0,0,0,0
1711,yes,1,1,1,0,1,0,0,0,0
1712,yes,1,1,1,1,1,1,0,0,0
1713,yes,1,1,1,0,1,0,0,0,0
1714,yes,0,1,1,0,1,1,0,0,0
1715,yes,0,1,1,1,1,1,0,0,0
1716,yes,0,1,1,0,1,1,0,0,0
1717,yes,0,1,1,1,1,0,1,1,0
1718,yes,1,1,1,0,1,0,0,0,0
1719,yes,1,1,1,0,0,1,0,1,0
1720,yes,0,1,1,0,1,1,1,0,0
1721,yes,0,1,1,1,1,0,1,0,0
1722,yes,1,1,1,1,1,0,1,0,0
1723,yes,1,1,1,1,1,0,1,0,0
1724,yes,1,1,1,1,1,1,1,0,0
1725,yes,0,1,1,1,1,1,0,0,0
1726,yes,0,1,1,1,1,1,0,0,0
1727,yes,1,1,1,1,1,1,0,0,0
1728,yes,1,1,1,0,1,1,0,0,0
1729,yes,1,1,1,1,1,0,1,0,0
1730,yes,0,1,1,0,1,0,0,0,0
1731,yes,1,1,1,1,1,1,1,1,0
1732,yes,0,1,1,0,1,1,0,0,0
1733,yes,0,1,1,0,1,1,0,0,0
1734,yes,1,1,1,0,1,0,0,0,0
1735,yes,1,1,1,1,1,0,0,0,0
1736,yes,1,1,1,1,0,1,0,0,0
1737,yes,0,1,1,1,1,1,0,0,0
1738,yes,0,1,1,0,1,1,0,0,0
1739,yes,1,1,1,1,0,0,1,0,0
1740,yes,0,1,1,0,1,1,0,0,0
1741,yes,0,1,1,0,1,1,0,0,0
1742,yes,0,1,1,0,1,0,0,1,0
1743,yes,1,1,1,0,1,0,0,0,0
1744,yes,1,1,1,0,1,0,0,0,0
1745,yes,0,1,1,0,1,1,0,0,0
1746,yes,1,1,1,1,1,1,1,0,0
1747,yes,0,1,1,0,1,1,0,1,0
1748,yes,0,1,1,0,1,1,0,1,0
1749,yes,0,1,1,1,1,1,0,0,0
1750,yes,0,1,1,0,1,1,0,0,0
1751,yes,0,1,1,0,1,1,0,0,0
1752,yes,0,1,1,0,1,1,1,0,0
1753,yes,0,1,1,0,1,1,0,1,0
1754,yes,0,1,1,1,1,1,0,0,0
1755,yes,1,1,1,0,1,0,0,0,0
1756,yes,0,1,1,0,1,0,0,0,0
1757,yes,0,1,1,0,1,0,0,0,0
1758,yes,0,1,1,0,1,0,0,1,0
1759,yes,0,1,1,0,1,1,0,1,0
1760,yes,1,1,1,1,1,0,1,1,0
1761,yes,1,1,1,0,0,1,0,1,0
1762,yes,1,1,1,1,0,1,0,0,0
1763,yes,1,1,1,1,1,0,0,1,0
1764,yes,0,1,1,0,1,0,0,0,0
1765,yes,1,1,1,1,1,0,0,0,0
1766,yes,1,1,1,1,1,0,0,0,0
1767,yes,0,1,1,1,1,1,0,0,0
1768,yes,0,1,1,0,1,0,0,0,0
1769,yes,0,1,1,1,1,1,0,1,0
1770,yes,0,1,1,1,1,1,0,0,0
1771,yes,1,1,1,0,1,0,0,1,0
1772,yes,1,1,1,1,1,1,0,0,0
1773,yes,1,1,1,0,1,0,1,0,0
